content_id,genre_id
CNT00578,GEN07
CNT00579,GEN04
CNT00580,GEN14
CNT00581,GEN07
CNT00582,GEN06
CNT00582,GEN07
CNT00583,GEN05
CNT00584,GEN03
CNT00585,GEN08
CNT00585,GEN02
CNT00586,GEN02
CNT00587,GEN02
CNT00588,GEN06
CNT00588,GEN13
CNT00589,GEN01
CNT00590,GEN09
CNT00590,GEN15
CNT00591,GEN02
CNT00592,GEN14
CNT00593,GEN13
CNT00593,GEN07
CNT00594,GEN12
CNT00594,GEN01
CNT00595,GEN10
CNT00595,GEN05
CNT00595,GEN06
CNT00596,GEN09
CNT00597,GEN11
CNT00598,GEN14
CNT00599,GEN14
CNT00600,GEN02
CNT00600,GEN13
CNT00601,GEN04
CNT00602,GEN14
CNT00602,GEN09
CNT00603,GEN14
CNT00603,GEN10
CNT00603,GEN15
CNT00604,GEN09
CNT00604,GEN01
CNT00605,GEN11
CNT00605,GEN14
CNT00606,GEN01
CNT00606,GEN03
CNT00607,GEN13
CNT00608,GEN06
CNT00609,GEN03
CNT00610,GEN10
CNT00610,GEN11
CNT00611,GEN03
CNT00612,GEN01
CNT00612,GEN02
CNT00613,GEN04
CNT00613,GEN07
CNT00614,GEN06
CNT00615,GEN05
CNT00616,GEN13
CNT00616,GEN10
CNT00617,GEN15
CNT00617,GEN01
CNT00618,GEN13
CNT00619,GEN11
CNT00619,GEN02
CNT00620,GEN11
CNT00621,GEN10
CNT00622,GEN05
CNT00623,GEN09
CNT00624,GEN07
CNT00625,GEN11
CNT00626,GEN08
CNT00626,GEN09
CNT00627,GEN01
CNT00627,GEN04
CNT00628,GEN10
CNT00629,GEN04
CNT00630,GEN04
CNT00631,GEN13
CNT00631,GEN05
CNT00632,GEN02
CNT00633,GEN12
CNT00634,GEN03
CNT00635,GEN12
CNT00636,GEN09
CNT00637,GEN13
CNT00637,GEN06
CNT00638,GEN14
CNT00639,GEN07
CNT00639,GEN01
CNT00640,GEN02
CNT00641,GEN10
CNT00641,GEN07
CNT00642,GEN12
CNT00642,GEN11
CNT00643,GEN02
CNT00644,GEN06
CNT00645,GEN10
CNT00646,GEN12
CNT00647,GEN02
CNT00647,GEN07
CNT00647,GEN15
CNT00648,GEN10
CNT00649,GEN02
CNT00650,GEN05
CNT00651,GEN04
CNT00651,GEN06
CNT00652,GEN02
CNT00652,GEN09
CNT00653,GEN09
CNT00653,GEN15
CNT00654,GEN13
CNT00655,GEN12
CNT00656,GEN11
CNT00656,GEN14
CNT00656,GEN03
CNT00657,GEN03
CNT00658,GEN03
CNT00659,GEN13
CNT00659,GEN15
CNT00660,GEN03
CNT00660,GEN13
CNT00661,GEN08
CNT00661,GEN13
CNT00662,GEN10
CNT00662,GEN08
CNT00663,GEN15
CNT00663,GEN10
CNT00664,GEN10
CNT00664,GEN06
CNT00665,GEN11
CNT00665,GEN06
CNT00666,GEN02
CNT00667,GEN11
CNT00668,GEN05
CNT00669,GEN06
CNT00669,GEN09
CNT00670,GEN08
CNT00671,GEN01
CNT00672,GEN05
CNT00673,GEN14
CNT00674,GEN02
CNT00674,GEN10
CNT00674,GEN14
CNT00675,GEN08
CNT00676,GEN13
CNT00676,GEN12
CNT00677,GEN08
CNT00677,GEN13
CNT00678,GEN04
CNT00678,GEN06
CNT00679,GEN09
CNT00679,GEN03
CNT00680,GEN08
CNT00680,GEN02
CNT00680,GEN13
CNT00681,GEN06
CNT00681,GEN12
CNT00682,GEN11
CNT00683,GEN04
CNT00684,GEN08
CNT00684,GEN09
CNT00685,GEN03
CNT00686,GEN15
CNT00687,GEN07
CNT00688,GEN11
CNT00688,GEN10
CNT00689,GEN11
CNT00690,GEN02
CNT00690,GEN06
CNT00691,GEN11
CNT00692,GEN05
CNT00693,GEN11
CNT00693,GEN10
CNT00694,GEN06
CNT00694,GEN02
CNT00695,GEN03
CNT00695,GEN06
CNT00696,GEN11
CNT00697,GEN07
CNT00697,GEN03
CNT00698,GEN02
CNT00698,GEN05
CNT00699,GEN11
CNT00699,GEN13
CNT00700,GEN03
CNT00701,GEN14
CNT00701,GEN12
CNT00702,GEN15
CNT00702,GEN09
CNT00702,GEN02
CNT00703,GEN07
CNT00703,GEN09
CNT00704,GEN06
CNT00705,GEN04
CNT00706,GEN13
CNT00707,GEN04
CNT00708,GEN03
CNT00708,GEN02
CNT00708,GEN05
CNT00709,GEN02
CNT00709,GEN09
CNT00710,GEN14
CNT00710,GEN12
CNT00711,GEN01
CNT00711,GEN11
CNT00712,GEN13
CNT00713,GEN10
CNT00713,GEN07
CNT00714,GEN03
CNT00715,GEN13
CNT00715,GEN10
CNT00716,GEN03
CNT00716,GEN12
CNT00717,GEN07
CNT00718,GEN12
CNT00719,GEN08
CNT00720,GEN13
CNT00720,GEN12
CNT00721,GEN04
CNT00721,GEN09
CNT00722,GEN13
CNT00723,GEN15
CNT00723,GEN14
CNT00724,GEN11
CNT00725,GEN08
CNT00725,GEN15
CNT00725,GEN13
CNT00726,GEN07
CNT00727,GEN07
CNT00728,GEN14
CNT00728,GEN04
CNT00728,GEN13
CNT00729,GEN14
CNT00729,GEN05
CNT00730,GEN08
CNT00731,GEN09
CNT00731,GEN02
CNT00732,GEN09
CNT00732,GEN14
CNT00733,GEN02
CNT00734,GEN05
CNT00734,GEN08
CNT00735,GEN03
CNT00735,GEN14
CNT00735,GEN07
CNT00736,GEN15
CNT00737,GEN08
CNT00738,GEN15
CNT00738,GEN01
CNT00739,GEN07
CNT00740,GEN04
CNT00741,GEN02
CNT00742,GEN01
CNT00743,GEN02
CNT00744,GEN11
CNT00744,GEN06
CNT00745,GEN03
CNT00745,GEN01
CNT00746,GEN14
CNT00747,GEN14
CNT00748,GEN12
CNT00749,GEN10
CNT00750,GEN02
CNT00751,GEN04
CNT00752,GEN09
CNT00752,GEN12
CNT00753,GEN07
CNT00753,GEN02
CNT00754,GEN04
CNT00754,GEN05
CNT00755,GEN04
CNT00756,GEN13
CNT00757,GEN02
CNT00757,GEN15
CNT00758,GEN08
CNT00758,GEN10
CNT00759,GEN11
CNT00760,GEN04
CNT00761,GEN05
CNT00761,GEN07
CNT00762,GEN06
CNT00763,GEN07
CNT00764,GEN11
CNT00765,GEN06
CNT00766,GEN09
CNT00767,GEN13
CNT00768,GEN09
CNT00768,GEN01
CNT00768,GEN07
CNT00769,GEN01
CNT00769,GEN11
CNT00770,GEN06
CNT00771,GEN01
CNT00772,GEN02
CNT00773,GEN12
CNT00774,GEN02
CNT00774,GEN13
CNT00775,GEN13
CNT00775,GEN06
CNT00776,GEN06
CNT00777,GEN14
CNT00778,GEN14
CNT00778,GEN13
CNT00779,GEN12
CNT00779,GEN08
CNT00780,GEN13
CNT00780,GEN03
CNT00781,GEN13
CNT00782,GEN01
CNT00782,GEN05
CNT00782,GEN04
CNT00783,GEN04
CNT00784,GEN06
CNT00784,GEN05
CNT00785,GEN14
CNT00786,GEN05
CNT00787,GEN11
CNT00788,GEN06
CNT00789,GEN01
CNT00789,GEN14
CNT00790,GEN05
CNT00790,GEN02
CNT00791,GEN07
CNT00791,GEN15
CNT00792,GEN15
CNT00792,GEN07
CNT00793,GEN03
CNT00794,GEN08
CNT00795,GEN13
CNT00796,GEN13
CNT00797,GEN07
CNT00798,GEN10
CNT00799,GEN03
CNT00799,GEN09
CNT00799,GEN05
CNT00800,GEN02
CNT00801,GEN05
CNT00802,GEN10
CNT00803,GEN03
CNT00803,GEN12
CNT00804,GEN08
CNT00805,GEN14
CNT00806,GEN10
CNT00806,GEN07
CNT00806,GEN05
CNT00807,GEN13
CNT00807,GEN01
CNT00808,GEN11
CNT00809,GEN09
CNT00810,GEN11
CNT00810,GEN03
CNT00811,GEN03
CNT00811,GEN14
CNT00811,GEN10
CNT00812,GEN08
CNT00812,GEN01
CNT00813,GEN04
CNT00814,GEN06
CNT00814,GEN15
CNT00815,GEN10
CNT00816,GEN03
CNT00817,GEN06
CNT00817,GEN15
CNT00818,GEN02
